target_id	length	eff_length	est_counts	tpm
col11a2	1086	860.654	218	12.7406
runx2(2of2)	837	611.654	5	0.411174
gtf2ird2(3of3)	574	350.785	0	0
mt_nd4	1381	1155.65	1985	86.396
mt_co1	1545	1319.65	66592	2538.18
hoxb9(2of2)	827	601.654	127	10.6174
mt_nd2	1036	810.654	110	6.82524
mt_cyb	1137	911.654	1293.73	71.3797
mt_nd1	975	749.654	314	21.0683
sox11(2of2)	1139	913.654	10	0.550528
mt_co2	691	466.265	13312	1436.05
mt_nd5	1842	1616.65	798	24.8283
zmym1(14of14)	1113	887.654	0	0
sphk1(2of3)	500	279.795	7	1.2584
smdt1(2of2)	762	536.82	221	20.7073
smc6(2of2)	699	474.265	0	0
sebox(2of2)	714	489.023	0	0
rpl38	332	129.873	6793	2630.89
ppp1r3a(4of4)	255	73.4515	681	466.345
poln	753	527.82	0	0
pla2r1(3of3)	765	539.82	0	0
pde4d(3of3)	1495	1269.65	4	0.158466
pcsk7(2of2)	317	117.932	2	0.853017
nlrc3(24of24)	662	437.581	0	0
necab1(4of4)	232	59.4096	5	4.23325
mt_nd6	519	297.746	861	145.452
mt_nd4l	297	102.841	1482	724.841
mt_nd3	349	143.744	71	24.8445
mt_co3	784	558.71	4031	362.9
mt_atp8	168	28.1924	7	12.489
mt_atp6	683	458.357	176	19.3139
mfap4(4of4)	611	386.904	0	0
klhl38(2of2)	1450	1224.65	78	3.20363
ins	573	349.82	19	2.73193
hoxa2b	627	402.666	35	4.37203
gtf2ird2(2of3)	890	664.654	112	8.47585
fzd3(4of4)	369	160.506	23	7.20771
fgfbp1(3of3)	1392	1166.65	43	1.8539
fgf11(2of2)	483	263.648	0	0
elovl4(6of6)	471	252.279	0	0
deptor(3of3)	384	173.393	0	0
cdkn1c(2of2)	213	48.7868	12	12.372
adh5(4of4)	1537	1311.65	26	0.997045
a2ml1(4of4)	1662	1436.65	0	0
glipr2(2of2)	687	462.265	47	5.11408
pax6(4of4)	1522	1296.65	6	0.232749
fgf22	3384	3158.65	2	0.0318485
cdk14(3of3)	461	243.058	3	0.620828
ccni2	2524	2298.65	1414.33	30.9484
polq	5318	5092.65	116	1.14571
fgf12(2of2)	4868	4642.65	719.367	7.79372
vps52	3162	2936.65	1201	20.5708
rps29	345	140.493	20011	7164.33
cfap46(1of2)	3396	3170.65	44.9374	0.712885
sash1(2of2)	7689	7463.65	571	3.84809
pla2g1b(3of3)	2329	2103.65	0	0
krt222	2245	2019.65	61	1.5192
pdp1(3of3)	2695	2469.65	0	0
mtus2(2of2)	2679	2453.65	20	0.409994
mtf2(2of2)	2345	2119.65	644.11	15.2847
lin37	1710	1484.65	692	23.4445
cfap46(2of2)	2985	2759.65	86.0626	1.56863
phf14	3730	3504.65	2015	28.9195
chd3(2of2)	8348	8122.65	21	0.130042
slc7a3	4392	4166.65	229	2.76445
nkx1_2	988	762.654	4	0.263811
ghsr(4of4)	2292	2066.65	7	0.170369
cdhr5(3of3)	3497	3271.65	51.0444	0.784768
kdm2a(3of3)	3877	3651.65	416.927	5.7429
fgf20(2of2)	1818	1592.65	43	1.35803
fgf4	924	698.654	4	0.287978
cdh23(2of3)	6397	6171.65	291	2.37166
cdh23(3of3)	5108	4882.65	9	0.0927144
ppp2r2b	3395	3169.65	279	4.42744
kdm6b(2of2)	8093	7867.65	1473	9.41712
sphk1(3of3)	4203	3977.65	93.0702	1.17691
sirt1	2233	2007.65	141	3.53257
fgf3	1999	1773.65	48	1.36123
rps11	604	379.981	33474	4431.05
myo19	3063	2837.65	10	0.177256
fgf17	720	494.924	69	7.01248
rpl13	948	722.654	63247	4402.21
lect1(2of2)	1771	1545.65	0	0
rnaseh2a(1of2)	879	653.654	99	7.61813
rnaseh2a(2of2)	1087	861.654	63.4395	3.70329
rpl32	525	303.533	30201	5004.68
creb1(5of5)	1396	1170.65	191	8.20664
prkab1(2of2)	1730	1504.65	2893	96.7103
slc1a2(3of3)	3930	3704.65	37	0.50236
gabrb3(3of3)	1853	1627.65	0	0
c12orf65	699	474.265	177	18.7721
setd1b(3of3)	7551	7325.65	337	2.3139
prdm2(2of2)	6595	6369.65	967	7.63609
hoxa7	996	770.654	435.897	28.4502
trpc7(1of2)	3233	3007.65	17	0.284303
xcr1(2of4)	1090	864.654	2	0.116345
cep112	3057	2831.65	266	4.725
idh2(2of2)	1777	1551.65	2332	75.5952
grb7	2726	2500.65	153	3.0775
ttc30a1	1814	1588.65	104	3.2928
ppp1r13b(1of2)	4651	4425.65	586	6.6601
bcl9l(1of2)	5353	5127.65	302.843	2.9707
hipk2(5of6)	4244	4018.65	7	0.0876149
bloc1s4	1673	1447.65	363	12.6125
bphl	1251	1025.65	97	4.75698
fam184a(1of2)	4461	4235.65	203	2.41066
zfp330	1254	1028.65	590	28.8498
gfra1(5of7)	2172	1946.65	34	0.878518
st6galnac6	2249	2023.65	818	20.3319
chrnb1(2of2)	2987	2761.65	204	3.71554
cldn19(2of4)	1795	1569.65	0	0
pnp(3of5)	1943	1717.65	10	0.292836
cops4	1687	1461.65	1209	41.6047
LOC107372748	1209	983.654	1237	63.254
gale	1368	1142.65	293	12.8977
lcp2(1of2)	1717	1491.65	15	0.505806
acaa2	1760	1534.65	618	20.2553
exosc9	1497	1271.65	1035	40.9385
wdr73	2271	2045.65	324	7.96661
chrna4	2777	2551.65	18.0952	0.356699
prpf39(1of2)	3001	2775.65	1897	34.3766
zcchc8	2425	2199.65	223	5.09931
anapc15	1978	1752.65	157	4.50572
csf1r(2of2)	4048	3822.65	107	1.40792
capsl	951	725.654	71	4.92141
rpusd4	1375	1149.65	144	6.30023
hist1h1b(1of6)	1338	1112.65	2934.95	132.679
tmem100(1of2)	1399	1173.65	156	6.68568
trerf1(1of2)	1993	1767.65	5	0.142277
msh6	5452	5226.65	258	2.48289
znf235(31of148)	2101	1875.65	184.073	4.93627
fam83h(1of2)	7544	7318.65	674	4.63222
pcdh1(2of2)	4943	4717.65	4.00279	0.0426773
lsamp	1957	1731.65	130.128	3.7798
huwe1	14690	14464.7	8040	27.9582
tapbp	1820	1594.65	13	0.410051
ccdc90b	1162	936.654	521	27.9782
txn2	931	705.654	574	40.9149
LOC107396618	1471	1245.65	0	0
zscan22(1of6)	1284	1058.65	1022.35	48.5741
tmem229a	3057	2831.65	11	0.195395
tnfaip8l3	1407	1181.65	6.23969	0.265603
trim33(2of2)	4263	4037.65	917	11.4235
tnmd	1121	895.654	45	2.52716
sgms2(1of2)	1664	1438.65	13	0.454515
c11orf31	669	444.537	31	3.50763
hspd1	2406	2180.65	5586	128.847
plaa	2629	2403.65	78	1.63224
cers5(2of2)	1769	1543.65	64	2.08541
cxorf21	3671	3445.65	20	0.291957
ier3ip1(1of2)	618	393.786	265	33.849
htr3a(4of11)	1953	1727.65	0	0
rnd2(2of2)	1666	1440.65	469	16.3747
lcmt2	2407	2181.65	289	6.66304
serpini1	1617	1391.65	379	13.6984
LOC107383633	1566	1340.65	1	0.0375184
csmd3(7of9)	3906	3680.65	460	6.28628
rab27b(2of2)	3663	3437.65	86	1.25834
jag2(2of2)	5861	5635.65	1851	16.5205
zbtb39	4003	3777.65	112	1.49127
brd7	2004	1778.65	288	8.14445
LOC107372370	2401	2175.65	354	8.18416
schip1(2of3)	1727	1501.65	15	0.502438
nqo1(2of6)	992	766.654	12.3228	0.808484
ppil3	1088	862.654	486	28.3374
prr16(1of2)	2696	2470.65	4	0.0814346
LOC107395317	549	326.67	0	0
LOC107382444	1404	1178.65	0	0
fpgs	2926	2700.65	856	15.9428
lrriq1	4375	4149.65	33	0.400003
cetn3	1119	893.654	306	17.2232
rab1a(3of3)	1747	1521.65	374.86	12.3912
c1orf112	3098	2872.65	31	0.542799
znf721(2of2)	2452	2226.65	610.259	13.7855
cdh18	3633	3407.65	11.9365	0.17619
runx1t1	5292	5066.65	207.024	2.05523
kiaa1324l(3of3)	4699	4473.65	151	1.69776
glrx2	1214	988.654	44	2.23856
irf8(2of2)	2087	1861.65	3	0.0810556
ankrd63(2of2)	2030	1804.65	0	0
arhgap44(2of2)	4675	4449.65	62	0.700852
nol10	2488	2262.65	337	7.49156
gipc1(2of2)	2508	2282.65	159	3.50363
nlrx1(1of2)	905	679.654	68	5.03248
scarb2(2of3)	3460	3234.65	2485	38.642
atg9a(1of2)	6178	5952.65	691	5.83886
pvr(2of2)	2161	1935.65	64.0394	1.6641
cadm2(1of3)	3162	2936.65	40	0.685122
mmadhc(2of2)	2764	2538.65	435	8.61879
ogdh(2of2)	4412	4186.65	1019	12.2424
ehbp1l1	8981	8755.65	379	2.17726
zdhhc8(3of3)	3023	2797.65	0	0
tra2b(1of2)	1477	1251.65	317	12.739
LOC107378154	1251	1025.65	0	0
myl1(1of2)	1209	983.654	1784	91.2249
plod1	3306	3080.65	1588	25.928
ces1	2591	2365.65	95	2.01991
wfdc3(5of7)	678	453.448	5	0.554629
pnpla2(3of5)	2664	2438.65	3	0.0618774
camsap1(2of2)	5158	4932.65	572	5.83279
capn3(2of2)	4739	4513.65	15.8345	0.176456
laptm4b(2of2)	2346	2120.65	26	0.616686
rbm15b	3588	3362.65	233	3.48525
LOC107382835	3617	3391.65	213	3.15885
elp5	1145	919.654	815	44.5753
ticrr	6238	6012.65	288	2.40928
tnip1(1of4)	1229	1003.65	55	2.75638
ackr4(2of2)	1470	1244.65	1	0.0404122
rps18	921	695.654	19629	1419.27
tmem151b(3of3)	3160	2934.65	5	0.0856986
otop1	3578	3352.65	1	0.0150028
cxcl1(2of2)	1001	775.654	0	0
nccrp1	1296	1070.65	4015	188.624
tmem208	1305	1079.65	110	5.12471
msantd1	1581	1355.65	19	0.704962
wdr4	1701	1475.65	2751	93.7706
prokr2(1of2)	1919	1693.65	9	0.267287
moxd2	3023	2797.65	10	0.17979
gabrr2(3of3)	1896	1670.65	17.0194	0.512411
zkscan2(1of2)	1067	841.654	635.709	37.9914
zscan22(2of6)	2833	2607.65	545.38	10.5199
ttc16	1965	1739.65	73	2.11067
cd2ap	3134	2908.65	435	7.52243
ptprj	7223	6997.65	315	2.26422
rag2	2279	2053.65	0	0
ppp2r2d	2875	2649.65	846	16.0599
snai2(3of3)	1100	874.654	289	16.6197
slc48a1(1of2)	1753	1527.65	129.049	4.24905
utp20	8888	8662.65	1611	9.35417
