target_id	length	eff_length	est_counts	tpm
col11a2	1086	949.618	128	11.4901
runx2(2of2)	837	700.697	1	0.121656
gtf2ird2(3of3)	574	438.097	6	1.16747
mt_nd4	1381	1244.62	18014.4	1233.81
mt_co1	1545	1408.62	51255	3101.75
hoxb9(2of2)	827	690.697	375	46.2815
mt_nd2	1036	899.618	6955.7	659.093
mt_cyb	1137	1000.62	18167.9	1547.75
mt_nd1	975	838.618	17557	1784.64
sox11(2of2)	1139	1002.62	7.20067	0.612212
mt_co2	691	554.762	18285.2	2809.68
mt_nd5	1842	1705.62	11251.2	562.319
zmym1(14of14)	1113	976.618	4	0.34914
sphk1(2of3)	500	365.033	0	0
smdt1(2of2)	762	625.762	1200	163.469
smc6(2of2)	699	562.762	3	0.454423
sebox(2of2)	714	577.762	2	0.295084
rpl38	332	205.681	10959	4541.94
ppp1r3a(4of4)	255	138.884	674	413.688
poln	753	616.762	26	3.59352
pla2r1(3of3)	765	628.762	1	0.135574
pde4d(3of3)	1495	1358.62	13	0.815662
pcsk7(2of2)	317	192.293	0	0
nlrc3(24of24)	662	525.762	0	0
necab1(4of4)	232	120.677	24	16.9531
mt_nd6	519	383.618	3274	727.519
mt_nd4l	297	174.8	1246	607.633
mt_nd3	349	220.971	785	302.829
mt_co3	784	647.762	17895	2354.94
mt_atp8	168	74.547	627	716.971
mt_atp6	683	546.762	7700	1200.48
mfap4(4of4)	611	474.91	0	0
klhl38(2of2)	1450	1313.62	16	1.03828
ins	573	437.097	13	2.5353
hoxa2b	627	490.815	39	6.77347
gtf2ird2(2of3)	890	753.697	48	5.42886
fzd3(4of4)	369	239.221	11	3.91974
fgfbp1(3of3)	1392	1255.62	13	0.882572
fgf11(2of2)	483	348.281	2	0.489513
elovl4(6of6)	471	336.521	1	0.25331
deptor(3of3)	384	253.247	5	1.68302
cdkn1c(2of2)	213	106.156	3	2.40902
adh5(4of4)	1537	1400.62	2	0.121724
a2ml1(4of4)	1662	1525.62	7	0.391126
glipr2(2of2)	687	550.762	51	7.89351
pax6(4of4)	1522	1385.62	1	0.0615206
fgf22	3384	3247.62	0	0
cdk14(3of3)	461	326.853	0	0
ccni2	2524	2387.62	2648.44	94.5561
polq	5318	5181.62	129	2.12221
fgf12(2of2)	4868	4731.62	283.22	5.10245
vps52	3162	3025.62	371	10.4526
rps29	345	217.287	3717	1458.22
cfap46(1of2)	3396	3259.62	77	2.01367
sash1(2of2)	7689	7552.62	752.443	8.4926
pla2g1b(3of3)	2329	2192.62	13	0.505411
krt222	2245	2108.62	3.38642	0.136901
pdp1(3of3)	2695	2558.62	2	0.0666329
mtus2(2of2)	2679	2542.62	18	0.60347
mtf2(2of2)	2345	2208.62	910.721	35.1503
lin37	1710	1573.62	1015	54.9833
cfap46(2of2)	2985	2848.62	11	0.329172
phf14	3730	3593.62	1423	33.7549
chd3(2of2)	8348	8211.62	64	0.664378
slc7a3	4392	4255.62	156	3.12483
nkx1_2	988	851.618	3	0.30029
