target_id	length	eff_length	est_counts	tpm
col11a2	1086	937.953	169.37	20.0041
runx2(2of2)	837	689.035	1	0.160776
gtf2ird2(3of3)	574	426.727	10	2.59605
mt_nd4	1381	1232.95	9177.27	824.575
mt_co1	1545	1396.95	27672.9	2194.5
hoxb9(2of2)	827	679.035	205	33.4445
mt_nd2	1036	887.953	4228	527.483
mt_cyb	1137	988.953	8676.27	971.897
mt_nd1	975	826.953	8638	1157.17
sox11(2of2)	1139	990.953	7	0.782543
mt_co2	691	543.284	10977.2	2238.34
mt_nd5	1842	1693.95	5598.2	366.109
zmym1(14of14)	1113	964.953	1	0.114804
sphk1(2of3)	500	354.717	2	0.624613
smdt1(2of2)	762	614.166	779	140.512
smc6(2of2)	699	551.284	1	0.20095
sebox(2of2)	714	566.284	1	0.195627
rpl38	332	198.728	9209	5133.53
ppp1r3a(4of4)	255	134.046	385	318.177
poln	753	605.227	25	4.57599
pla2r1(3of3)	765	617.166	3	0.538496
pde4d(3of3)	1495	1346.95	6	0.493471
pcsk7(2of2)	317	185.412	2	1.19497
nlrc3(24of24)	662	514.443	2	0.430681
necab1(4of4)	232	116.412	24	22.839
mt_nd6	519	373.207	1993	591.59
mt_nd4l	297	168.266	465	306.139
mt_nd3	349	213.505	648	336.225
mt_co3	784	636.166	8927	1554.53
mt_atp8	168	70.983	284	443.228
mt_atp6	683	535.284	4511	933.58
mfap4(4of4)	611	463.64	0	0
klhl38(2of2)	1450	1301.95	4	0.340352
ins	573	425.727	6	1.56129
hoxa2b	627	479.593	19	4.38878
gtf2ird2(2of3)	890	742.035	53	7.91252
fzd3(4of4)	369	231.131	2	0.958596
fgfbp1(3of3)	1392	1243.95	18	1.60299
fgf11(2of2)	483	338.276	0	0
elovl4(6of6)	471	326.779	0	0
deptor(3of3)	384	245.053	1	0.452067
cdkn1c(2of2)	213	102.006	2	2.17204
adh5(4of4)	1537	1388.95	1	0.0797583
a2ml1(4of4)	1662	1513.95	4	0.292692
glipr2(2of2)	687	539.284	28	5.7518
pax6(4of4)	1522	1373.95	2	0.161258
fgf22	3384	3235.95	0	0
cdk14(3of3)	461	317.3	0	0
ccni2	2524	2375.95	1887.64	88.0127
polq	5318	5169.95	106	2.27134
fgf12(2of2)	4868	4719.95	198.896	4.66822
vps52	3162	3013.95	204	7.4982
rps29	345	210.014	3585	1891.06
cfap46(1of2)	3396	3247.95	65.8763	2.24689
sash1(2of2)	7689	7540.95	532.935	7.82908
pla2g1b(3of3)	2329	2180.95	9	0.457151
krt222	2245	2096.95	12	0.633951
pdp1(3of3)	2695	2546.95	2	0.0869906
mtus2(2of2)	2679	2530.95	14	0.612784
mtf2(2of2)	2345	2196.95	723.624	36.4884
lin37	1710	1561.95	479	33.9728
cfap46(2of2)	2985	2836.95	8.12372	0.317224
phf14	3730	3581.95	1153	35.6593
chd3(2of2)	8348	8199.95	51	0.689004
slc7a3	4392	4243.95	119	3.10627
nkx1_2	988	839.953	0	0
ghsr(4of4)	2292	2143.95	5.09517	0.263273
cdhr5(3of3)	3497	3348.95	86.5548	2.86316
kdm2a(3of3)	3877	3728.95	138.666	4.11951
fgf20(2of2)	1818	1669.95	11	0.729712
fgf4	924	776.035	3	0.428256
cdh23(2of3)	6397	6248.95	38	0.673658
cdh23(3of3)	5108	4959.95	8	0.17868
ppp2r2b	3395	3246.95	186	6.346
kdm6b(2of2)	8093	7944.95	1412	19.6882
sphk1(3of3)	4203	4054.95	135.445	3.70033
sirt1	2233	2084.95	11	0.584466
fgf3	1999	1850.95	2	0.119701
rps11	604	456.64	10109	2452.43
myo19	3063	2914.95	10	0.380042
fgf17	720	572.227	34	6.58224
rpl13	948	800.035	20929	2898.03
lect1(2of2)	1771	1622.95	0	0
rnaseh2a(1of2)	879	731.035	53	8.03158
rnaseh2a(2of2)	1087	938.953	149.736	17.6663
rpl32	525	379.094	17736	5182.89
creb1(5of5)	1396	1247.95	34	3.01817
prkab1(2of2)	1730	1581.95	949	66.4562
slc1a2(3of3)	3930	3781.95	7	0.205043
gabrb3(3of3)	1853	1704.95	5	0.324878
c12orf65	699	551.284	200	40.19
setd1b(3of3)	7551	7402.95	225.078	3.36815
prdm2(2of2)	6595	6446.95	781.663	13.4316
hoxa7	996	847.953	311.9	40.748
trpc7(1of2)	3233	3084.95	16	0.574559
xcr1(2of4)	1090	941.953	3	0.352822
cep112	3057	2908.95	81	3.08469
idh2(2of2)	1777	1628.95	557	37.88
grb7	2726	2577.95	89	3.82453
ttc30a1	1814	1665.95	88	5.85171
ppp1r13b(1of2)	4651	4502.95	221	5.43698
bcl9l(1of2)	5353	5204.95	66.5202	1.41579
hipk2(5of6)	4244	4095.95	10	0.270463
bloc1s4	1673	1524.95	151	10.9694
bphl	1251	1102.95	224	22.4985
fam184a(1of2)	4461	4312.95	54.8115	1.40786
zfp330	1254	1105.95	236	23.6395
gfra1(5of7)	2172	2023.95	4	0.218939
st6galnac6	2249	2100.95	451.419	23.8027
chrnb1(2of2)	2987	2838.95	232	9.05301
cldn19(2of4)	1795	1646.95	0	0
pnp(3of5)	1943	1794.95	41	2.53043
cops4	1687	1538.95	1354	97.4668
LOC107372748	1209	1060.95	422	44.0636
gale	1368	1219.95	68	6.17489
lcp2(1of2)	1717	1568.95	36	2.54188
acaa2	1760	1611.95	112	7.69713
exosc9	1497	1348.95	260	21.3521
wdr73	2271	2122.95	74	3.86149
chrna4	2777	2628.95	76.1516	3.20892
prpf39(1of2)	3001	2852.95	1370	53.1972
zcchc8	2425	2276.95	389	18.926
anapc15	1978	1829.95	82	4.96406
csf1r(2of2)	4048	3899.95	25	0.71014
capsl	951	803.035	22	3.03495
rpusd4	1375	1226.95	242	21.85
hist1h1b(1of6)	1338	1189.95	21.3272	1.98548
tmem100(1of2)	1399	1250.95	28	2.47959
trerf1(1of2)	1993	1844.95	2	0.12009
msh6	5452	5303.95	205.641	4.29509
znf235(31of148)	2101	1952.95	87.2184	4.94743
fam83h(1of2)	7544	7395.95	269	4.02922
pcdh1(2of2)	4943	4794.95	7.19704	0.166277
lsamp	1957	1808.95	120.182	7.35994
huwe1	14690	14542	3246	24.728
tapbp	1820	1671.95	1	0.0662581
ccdc90b	1162	1013.95	276	30.1547
txn2	931	783.035	1274	180.24
LOC107396618	1471	1322.95	4	0.334949
