target_id	length	eff_length	est_counts	tpm
col11a2	1086	928.005	266.076	28.3591
runx2(2of2)	837	679.005	0	0
gtf2ird2(3of3)	574	418.202	17	4.02068
mt_nd4	1381	1223.01	8976.12	725.934
mt_co1	1545	1387.01	28977.8	2066.45
hoxb9(2of2)	827	669.005	248	36.6656
mt_nd2	1036	878.005	4060.8	457.458
mt_cyb	1137	979.005	8683.95	877.343
mt_nd1	975	817.005	9302	1126.13
sox11(2of2)	1139	981.005	17	1.71402
mt_co2	691	533.701	9691.83	1796.16
mt_nd5	1842	1684.01	6089.86	357.685
zmym1(14of14)	1113	955.005	4	0.414277
sphk1(2of3)	500	346.638	3	0.856017
smdt1(2of2)	762	604.194	1013	165.833
smc6(2of2)	699	541.593	11	2.00889
sebox(2of2)	714	556.429	1	0.177757
rpl38	332	193.525	6567	3356.35
ppp1r3a(4of4)	255	130.658	531	401.971
poln	753	595.254	24	3.98791
pla2r1(3of3)	765	607.194	3	0.488687
pde4d(3of3)	1495	1337.01	14	1.0357
pcsk7(2of2)	317	180.571	1	0.547759
nlrc3(24of24)	662	505.062	3	0.587508
necab1(4of4)	232	113.881	17	14.7651
mt_nd6	519	365.246	1658	448.99
mt_nd4l	297	163.88	456	275.218
mt_nd3	349	208.199	586	278.391
mt_co3	784	626.072	9435	1490.58
mt_atp8	168	69.8866	277	392.033
mt_atp6	683	525.754	4378	823.626
mfap4(4of4)	611	454.545	0	0
klhl38(2of2)	1450	1292.01	9	0.688994
ins	573	417.202	12	2.84493
hoxa2b	627	470.358	22	4.62627
gtf2ird2(2of3)	890	732.005	66	8.91799
fzd3(4of4)	369	225.601	23	10.0838
fgfbp1(3of3)	1392	1234.01	13	1.04199
fgf11(2of2)	483	330.425	0	0
elovl4(6of6)	471	318.981	0	0
deptor(3of3)	384	238.905	7	2.89808
cdkn1c(2of2)	213	100.112	4	3.95194
adh5(4of4)	1537	1379.01	9	0.645526
a2ml1(4of4)	1662	1504.01	13	0.854931
glipr2(2of2)	687	529.754	16	2.98733
pax6(4of4)	1522	1364.01	7	0.507597
fgf22	3384	3226.01	1	0.03066
cdk14(3of3)	461	309.521	2	0.639112
ccni2	2524	2366.01	1314.7	54.9603
polq	5318	5160.01	101	1.93601
fgf12(2of2)	4868	4710.01	257.835	5.41449
vps52	3162	3004.01	201	6.61808
rps29	345	204.615	2654	1282.92
cfap46(1of2)	3396	3238.01	110.57	3.37751
sash1(2of2)	7689	7531.01	461.884	6.06621
pla2g1b(3of3)	2329	2171.01	12	0.54671
krt222	2245	2087.01	13	0.616108
pdp1(3of3)	2695	2537.01	12	0.467839
mtus2(2of2)	2679	2521.01	21	0.823915
mtf2(2of2)	2345	2187.01	986.454	44.6133
lin37	1710	1552.01	555	35.3701
cfap46(2of2)	2985	2827.01	26.4299	0.92471
phf14	3730	3572.01	1260	34.8896
chd3(2of2)	8348	8190.01	40	0.483073
slc7a3	4392	4234.01	135	3.15369
nkx1_2	988	830.005	1	0.119167
ghsr(4of4)	2292	2134.01	6.07934	0.281772
cdhr5(3of3)	3497	3339.01	112.658	3.3372
kdm2a(3of3)	3877	3719.01	112.956	3.00414
fgf20(2of2)	1818	1660.01	13	0.774588
fgf4	924	766.005	0	0
cdh23(2of3)	6397	6239.01	45	0.713402
cdh23(3of3)	5108	4950.01	19	0.379651
ppp2r2b	3395	3237.01	335	10.2362
kdm6b(2of2)	8093	7935.01	1380	17.2016
sphk1(3of3)	4203	4045.01	138.644	3.39015
sirt1	2233	2075.01	14	0.667338
fgf3	1999	1841.01	13	0.698434
rps11	604	447.725	8216	1815.04
myo19	3063	2905.01	16	0.544766
fgf17	720	562.429	48	8.44132
rpl13	948	790.005	16800	2103.37
lect1(2of2)	1771	1613.01	4	0.245279
rnaseh2a(1of2)	879	721.005	71	9.73996
rnaseh2a(2of2)	1087	929.005	185.525	19.7524
rpl32	525	370.949	14940	3983.58
creb1(5of5)	1396	1238.01	32	2.55661
prkab1(2of2)	1730	1572.01	1131	71.1616
slc1a2(3of3)	3930	3772.01	8	0.209775
gabrb3(3of3)	1853	1695.01	3	0.17506
c12orf65	699	541.593	252	46.0218
setd1b(3of3)	7551	7393.01	245.799	3.28849
prdm2(2of2)	6595	6437.01	623.812	9.58532
hoxa7	996	838.005	374.107	44.1557
trpc7(1of2)	3233	3075.01	19	0.611146
xcr1(2of4)	1090	932.005	2	0.21225
cep112	3057	2899.01	102	3.48007
idh2(2of2)	1777	1619.01	446	27.2473
grb7	2726	2568.01	93	3.58199
ttc30a1	1814	1656.01	46	2.74747
ppp1r13b(1of2)	4651	4493.01	237	5.21733
bcl9l(1of2)	5353	5195.01	65.0981	1.23942
hipk2(5of6)	4244	4086.01	20	0.484137
bloc1s4	1673	1515.01	168	10.9681
bphl	1251	1093.01	267	24.1616
fam184a(1of2)	4461	4303.01	69.1467	1.58941
zfp330	1254	1096.01	287	25.9004
gfra1(5of7)	2172	2014.01	6	0.294664
st6galnac6	2249	2091.01	545.45	25.801
chrnb1(2of2)	2987	2829.01	323	11.2929
cldn19(2of4)	1795	1637.01	3	0.181263
pnp(3of5)	1943	1785.01	44	2.43809
cops4	1687	1529.01	1931	124.914
LOC107372748	1209	1051.01	629	59.1947
gale	1368	1210.01	80	6.53943
