target_id	length	eff_length	est_counts	tpm
col11a2	1086	846.553	307	22.2549
runx2(2of2)	837	597.757	0	0
gtf2ird2(3of3)	574	337.101	0	0
mt_nd4	1381	1141.55	1908	102.571
mt_co1	1545	1305.55	77530	3644.33
hoxb9(2of2)	827	587.816	74	7.7256
mt_nd2	1036	796.553	113	8.70575
mt_cyb	1137	897.553	1352.86	92.4984
mt_nd1	975	735.553	214	17.8543
sox11(2of2)	1139	899.553	12	0.818647
mt_co2	691	452.228	17325	2351.03
mt_nd5	1842	1602.55	788	30.1756
zmym1(14of14)	1113	873.553	0	0
sphk1(2of3)	500	266.102	1	0.230618
smdt1(2of2)	762	522.984	109	12.7903
smc6(2of2)	699	460.182	0	0
sebox(2of2)	714	475.135	12	1.54991
rpl38	332	119.939	6274	3210.15
ppp1r3a(4of4)	255	69.2154	497	440.652
poln	753	514.036	5	0.596924
pla2r1(3of3)	765	525.984	2	0.233346
pde4d(3of3)	1495	1255.55	8	0.391018
pcsk7(2of2)	317	108.95	0	0
nlrc3(24of24)	662	423.579	0	0
necab1(4of4)	232	56.5861	11	11.9296
mt_nd6	519	284.048	825	178.24
mt_nd4l	297	94.8305	2430	1572.54
mt_nd3	349	132.917	90	41.5532
mt_co3	784	544.93	4241	477.606
mt_atp8	168	30.0878	0	0
mt_atp6	683	444.318	248	34.2532
mfap4(4of4)	611	373.325	0	0
klhl38(2of2)	1450	1210.55	87	4.4104
ins	573	336.135	4	0.730279
hoxa2b	627	389.022	20	3.15499
gtf2ird2(2of3)	890	650.696	76	7.16766
fzd3(4of4)	369	148.38	17	7.03097
fgfbp1(3of3)	1392	1152.55	25	1.33113
fgf11(2of2)	483	250.102	5	1.22686
elovl4(6of6)	471	239	0	0
deptor(3of3)	384	161.071	2	0.762
cdkn1c(2of2)	213	47.6727	19	24.4583
adh5(4of4)	1537	1297.55	26	1.22968
a2ml1(4of4)	1662	1422.55	0	0
glipr2(2of2)	687	448.273	17	2.32728
pax6(4of4)	1522	1282.55	7	0.334938
fgf22	3384	3144.55	6	0.117094
cdk14(3of3)	461	229.553	4	1.06935
ccni2	2524	2284.55	1250.6	33.5938
polq	5318	5078.55	157	1.89715
fgf12(2of2)	4868	4628.55	481.763	6.3875
vps52	3162	2922.55	986	20.7041
rps29	345	129.893	14181	6699.83
cfap46(1of2)	3396	3156.55	66.3721	1.29037
sash1(2of2)	7689	7449.55	450	3.70702
pla2g1b(3of3)	2329	2089.55	0	0
krt222	2245	2005.55	31	0.948571
pdp1(3of3)	2695	2455.55	0	0
mtus2(2of2)	2679	2439.55	35	0.880441
mtf2(2of2)	2345	2105.55	577.673	16.8368
lin37	1710	1470.55	583	24.3293
cfap46(2of2)	2985	2745.55	112.628	2.51744
phf14	3730	3490.55	1983	34.8635
chd3(2of2)	8348	8108.55	19	0.143798
slc7a3	4392	4152.55	189	2.79312
nkx1_2	988	748.553	2	0.163964
ghsr(4of4)	2292	2052.55	1	0.0298984
cdhr5(3of3)	3497	3257.55	68.0365	1.28172
kdm2a(3of3)	3877	3637.55	293.095	4.94472
fgf20(2of2)	1818	1578.55	81	3.14897
fgf4	924	684.696	0	0
cdh23(2of3)	6397	6157.55	198	1.97333
cdh23(3of3)	5108	4868.55	11	0.138655
ppp2r2b	3395	3155.55	219	4.25903
kdm6b(2of2)	8093	7853.55	1477	11.5413
sphk1(3of3)	4203	3963.55	89.5908	1.38714
sirt1	2233	1993.55	87	2.67814
fgf3	1999	1759.55	52	1.81361
rps11	604	366.399	28847	4831.58
myo19	3063	2823.55	0	0
fgf17	720	481.135	65	8.29065
rpl13	948	708.696	34432	2981.57
lect1(2of2)	1771	1531.55	2	0.0801383
rnaseh2a(1of2)	879	639.696	66	6.33158
rnaseh2a(2of2)	1087	847.553	77.6768	5.62427
rpl32	525	289.759	22141	4689.25
creb1(5of5)	1396	1156.55	136	7.21632
prkab1(2of2)	1730	1490.55	3345	137.718
slc1a2(3of3)	3930	3690.55	75	1.24713
gabrb3(3of3)	1853	1613.55	2	0.0760657
c12orf65	699	460.182	117	15.6027
setd1b(3of3)	7551	7311.55	326	2.73622
prdm2(2of2)	6595	6355.55	721.349	6.96521
hoxa7	996	756.553	253.896	20.5949
