target_id	length	eff_length	est_counts	tpm
col11a2	1086	943.056	197.327	14.1092
runx2(2of2)	837	694.056	3	0.291462
gtf2ird2(3of3)	574	431.666	7	1.09347
mt_nd4	1381	1238.06	25470.4	1387.24
mt_co1	1545	1402.06	69177	3326.99
hoxb9(2of2)	827	684.056	256	25.235
mt_nd2	1036	893.056	9699.92	732.393
mt_cyb	1137	994.056	24895.1	1688.72
mt_nd1	975	832.056	20639	1672.59
sox11(2of2)	1139	996.056	21	1.42164
mt_co2	691	548.182	25119.5	3089.88
mt_nd5	1842	1699.06	14715.4	584.008
zmym1(14of14)	1113	970.056	0	0
sphk1(2of3)	500	358.819	0	0
smdt1(2of2)	762	619.121	1526	166.201
smc6(2of2)	699	556.182	1	0.121238
sebox(2of2)	714	571.182	2	0.236108
rpl38	332	201.261	13612	4560.55
ppp1r3a(4of4)	255	135.911	896	444.538
poln	753	610.121	36	3.9787
pla2r1(3of3)	765	622.121	2	0.216775
pde4d(3of3)	1495	1352.06	5	0.249362
pcsk7(2of2)	317	187.816	0	0
nlrc3(24of24)	662	519.288	1	0.129851
necab1(4of4)	232	117.798	39	22.3246
mt_nd6	519	377.418	4383	783.075
mt_nd4l	297	170.701	1578	623.342
mt_nd3	349	215.863	1074	335.491
mt_co3	784	641.121	24887	2617.5
mt_atp8	168	73.2991	810	745.146
mt_atp6	683	540.182	10237	1277.87
mfap4(4of4)	611	468.487	0	0
klhl38(2of2)	1450	1307.06	4	0.206358
ins	573	430.666	14	2.19201
hoxa2b	627	484.44	17	2.36627
gtf2ird2(2of3)	890	747.056	64	5.77672
fzd3(4of4)	369	233.976	26	7.493
fgfbp1(3of3)	1392	1249.06	5	0.269925
fgf11(2of2)	483	342.491	0	0
elovl4(6of6)	471	330.795	2	0.407685
deptor(3of3)	384	247.75	3	0.816513
cdkn1c(2of2)	213	103.926	11	7.1371
adh5(4of4)	1537	1394.06	18	0.870657
a2ml1(4of4)	1662	1519.06	2	0.0887791
glipr2(2of2)	687	544.182	17	2.10649
pax6(4of4)	1522	1379.06	10	0.488959
fgf22	3384	3241.06	0	0
cdk14(3of3)	461	321.123	6	1.25989
ccni2	2524	2381.06	4235.67	119.952
polq	5318	5175.06	169	2.20205
fgf12(2of2)	4868	4725.06	265.379	3.78716
vps52	3162	3019.06	446	9.96135
rps29	345	212.35	4875	1548.02
cfap46(1of2)	3396	3253.06	92.6134	1.91972
sash1(2of2)	7689	7546.06	848.554	7.58253
pla2g1b(3of3)	2329	2186.06	5	0.154228
krt222	2245	2102.06	13	0.417017
pdp1(3of3)	2695	2552.06	8	0.211375
mtus2(2of2)	2679	2536.06	17	0.452006
mtf2(2of2)	2345	2202.06	1256.02	38.4612
lin37	1710	1567.06	1438	61.877
cfap46(2of2)	2985	2842.06	19.3866	0.459963
phf14	3730	3587.06	1626	30.5659
chd3(2of2)	8348	8205.06	46	0.378034
slc7a3	4392	4249.06	195	3.09454
nkx1_2	988	845.056	1	0.0797938
ghsr(4of4)	2292	2149.06	6.07062	0.190476
cdhr5(3of3)	3497	3354.06	108.749	2.18629
kdm2a(3of3)	3877	3734.06	216.236	3.90482
fgf20(2of2)	1818	1675.06	30	1.20767
fgf4	924	781.056	1	0.0863321
cdh23(2of3)	6397	6254.06	59	0.636128
cdh23(3of3)	5108	4965.06	16	0.217295
ppp2r2b	3395	3252.06	352	7.29859
kdm6b(2of2)	8093	7950.06	1512	12.8244
sphk1(3of3)	4203	4060.06	129.062	2.14348
sirt1	2233	2090.06	42	1.35502
fgf3	1999	1856.06	30	1.0899
rps11	604	461.487	11738	1715.1
myo19	3063	2920.06	5	0.11546
fgf17	720	577.182	82	9.57979
rpl13	948	805.056	26283	2201.42
lect1(2of2)	1771	1628.06	1	0.0414176
rnaseh2a(1of2)	879	736.056	120	10.9932
rnaseh2a(2of2)	1087	944.056	342.615	24.4717
rpl32	525	383.38	31059	5462.77
creb1(5of5)	1396	1253.06	59	3.17494
prkab1(2of2)	1730	1587.06	2841	120.707
slc1a2(3of3)	3930	3787.06	6	0.106833
gabrb3(3of3)	1853	1710.06	9	0.354884
c12orf65	699	556.182	404	48.98
setd1b(3of3)	7551	7408.06	353.057	3.21362
prdm2(2of2)	6595	6452.06	1354.19	14.1526
hoxa7	996	853.056	403.564	31.8999
trpc7(1of2)	3233	3090.06	13	0.283682
xcr1(2of4)	1090	947.056	5	0.355999
cep112	3057	2914.06	97	2.24455
idh2(2of2)	1777	1634.06	771	31.8157
grb7	2726	2583.06	199	5.19486
ttc30a1	1814	1671.06	72	2.90533
ppp1r13b(1of2)	4651	4508.06	395	5.9083
bcl9l(1of2)	5353	5210.06	117.996	1.52715
hipk2(5of6)	4244	4101.06	33	0.542591
bloc1s4	1673	1530.06	407	17.9367
bphl	1251	1108.06	363	22.0902
fam184a(1of2)	4461	4318.06	63.6608	0.994119
zfp330	1254	1111.06	699	42.4225
gfra1(5of7)	2172	2029.06	19	0.631414
st6galnac6	2249	2106.06	1040.77	33.3227
chrnb1(2of2)	2987	2844.06	360	8.5353
cldn19(2of4)	1795	1652.06	6	0.244896
pnp(3of5)	1943	1800.06	71	2.65966
cops4	1687	1544.06	4713	205.821
LOC107372748	1209	1066.06	1574	99.5587
gale	1368	1225.06	174	9.57741
lcp2(1of2)	1717	1574.06	59	2.52747
acaa2	1760	1617.06	317	13.2187
exosc9	1497	1354.06	689	34.3113
wdr73	2271	2128.06	285	9.0306
chrna4	2777	2634.06	120.622	3.08784
prpf39(1of2)	3001	2858.06	2985	70.4252
zcchc8	2425	2282.06	780	23.0475
anapc15	1978	1835.06	166	6.09977
csf1r(2of2)	4048	3905.06	35	0.60436
capsl	951	808.056	33	2.75377
rpusd4	1375	1232.06	669	36.6143
hist1h1b(1of6)	1338	1195.06	16	0.902789
tmem100(1of2)	1399	1256.06	167	8.96524
trerf1(1of2)	1993	1850.06	5	0.182238
msh6	5452	5309.06	415.849	5.28169
znf235(31of148)	2101	1958.06	267.124	9.19904
fam83h(1of2)	7544	7401.06	364	3.31636
pcdh1(2of2)	4943	4800.06	11.2937	0.158651
lsamp	1957	1814.06	150.264	5.58546
huwe1	14690	14547.1	5161	23.9229
tapbp	1820	1677.06	3	0.120622
ccdc90b	1162	1019.06	646	42.7454
txn2	931	788.056	3035	259.691
LOC107396618	1471	1328.06	2	0.101547
zscan22(1of6)	1284	1141.06	440.406	26.0256
tmem229a	3057	2914.06	37.0744	0.857889
tnfaip8l3	1407	1264.06	5.20622	0.277722
trim33(2of2)	4263	4120.06	1151	18.8377
tnmd	1121	978.056	28	1.93041
sgms2(1of2)	1664	1521.06	123	5.45274
c11orf31	669	526.288	258	33.056
hspd1	2406	2263.06	603	17.967
plaa	2629	2486.06	98	2.65809
cers5(2of2)	1769	1626.06	149	6.17882
cxorf21	3671	3528.06	120	2.29351
ier3ip1(1of2)	618	475.44	2401	340.527
htr3a(4of11)	1953	1810.06	5	0.186266
rnd2(2of2)	1666	1523.06	260	11.511
lcmt2	2407	2264.06	533	15.8743
serpini1	1617	1474.06	36	1.64681
LOC107383633	1566	1423.06	10	0.473841
csmd3(7of9)	3906	3763.06	16	0.286704
rab27b(2of2)	3663	3520.06	39	0.747084
jag2(2of2)	5861	5718.06	901	10.6251
zbtb39	4003	3860.06	88	1.53725
brd7	2004	1861.06	414	15.0001
LOC107372370	2401	2258.06	1627	48.5856
schip1(2of3)	1727	1584.06	15	0.638521
nqo1(2of6)	992	849.056	20.0847	1.59508
ppil3	1088	945.056	957	68.2824
prr16(1of2)	2696	2553.06	22.1263	0.58439
LOC107395317	549	406.83	0	0
LOC107382444	1404	1261.06	3	0.160414
fpgs	2926	2783.06	563	13.6408
lrriq1	4375	4232.06	353	5.62442
cetn3	1119	976.056	602	41.5888
rab1a(3of3)	1747	1604.06	777.696	32.6922
c1orf112	3098	2955.06	226	5.157
znf721(2of2)	2452	2309.06	470.529	13.7406
cdh18	3633	3490.06	6.39629	0.123581
runx1t1	5292	5149.06	132.355	1.73327
kiaa1324l(3of3)	4699	4556.06	38.6291	0.571715
glrx2	1214	1071.06	226	14.2282
irf8(2of2)	2087	1944.06	5	0.173427
ankrd63(2of2)	2030	1887.06	0	0
arhgap44(2of2)	4675	4532.06	7.02487	0.10452
nol10	2488	2345.06	78	2.24283
gipc1(2of2)	2508	2365.06	95.8852	2.73379
nlrx1(1of2)	905	762.056	65	5.7515
scarb2(2of3)	3460	3317.06	1319	26.8131
atg9a(1of2)	6178	6035.06	650.058	7.26315
pvr(2of2)	2161	2018.06	26.9468	0.900385
cadm2(1of3)	3162	3019.06	3	0.0670046
mmadhc(2of2)	2764	2621.06	775	19.9379
ogdh(2of2)	4412	4269.06	539	8.51357
ehbp1l1	8981	8838.06	523.026	3.99044
zdhhc8(3of3)	3023	2880.06	2	0.0468256
tra2b(1of2)	1477	1334.06	516	26.0814
LOC107378154	1251	1108.06	1	0.0608545
myl1(1of2)	1209	1066.06	1074.11	67.9399
plod1	3306	3163.06	1812	38.6283
ces1	2591	2448.06	18	0.495799
wfdc3(5of7)	678	535.182	4	0.50398
pnpla2(3of5)	2664	2521.06	31	0.829151
camsap1(2of2)	5158	5015.06	19	0.255466
capn3(2of2)	4739	4596.06	110.903	1.62709
laptm4b(2of2)	2346	2203.06	197	6.02969
rbm15b	3588	3445.06	218	4.26692
LOC107382835	3617	3474.06	203	3.94016
elp5	1145	1002.06	949	63.86
ticrr	6238	6095.06	88	0.973553
tnip1(1of4)	1229	1086.06	44	2.73184
ackr4(2of2)	1470	1327.06	1	0.0508119
rps18	921	778.056	31663	2744.07
tmem151b(3of3)	3160	3017.06	1	0.0223497
otop1	3578	3435.06	5	0.0981501
cxcl1(2of2)	1001	858.056	0	0
nccrp1	1296	1153.06	2980	174.269
tmem208	1305	1162.06	257	14.9128
msantd1	1581	1438.06	80	3.75119
wdr4	1701	1558.06	1783	77.1654
prokr2(1of2)	1919	1776.06	17	0.645427
moxd2	3023	2880.06	40.6162	0.950939
gabrr2(3of3)	1896	1753.06	135.938	5.22878
zkscan2(1of2)	1067	924.056	251.816	18.3755
zscan22(2of6)	2833	2690.06	1936.54	48.5423
ttc16	1965	1822.06	100	3.70078
cd2ap	3134	2991.06	191	4.30589
ptprj	7223	7080.06	315	3.00005
rag2	2279	2136.06	6	0.189406
ppp2r2d	2875	2732.06	1587	39.1689
snai2(3of3)	1100	957.056	44	3.10006
slc48a1(1of2)	1753	1610.06	406.139	17.0094
utp20	8888	8745.06	318	2.45199
camkk2	2992	2849.06	1118	26.4603
rmdn2	5154	5011.06	341.602	4.5967
bbs7	3146	3003.06	198	4.44587
actr2(2of2)	2492	2349.06	181.443	5.20838
tk1	1244	1101.06	181	11.0847
pfkp(2of2)	3184	3041.06	51.9861	1.1527
gipc1(1of2)	1967	1824.06	59	2.18106
zbtb26	2058	1915.06	418	14.718
tnk2(2of3)	5143	5000.06	74	0.997956
igfals	2232	2089.06	2	0.0645557
lztr1(2of2)	1534	1391.06	378	18.3232
notch1(3of3)	3213	3070.06	75	1.64729
heatr5b	6475	6332.06	38	0.404663
fgfr3	6577	6434.06	744	7.79727
add3(2of2)	4617	4474.06	806.196	12.1505
rims1(2of2)	3313	3170.06	57.7051	1.22744
dcbld2(1of2)	3266	3123.06	300	6.47733
tecpr2(4of4)	1711	1568.06	11	0.473027
myo7a(2of8)	1863	1720.06	16	0.627237
usf2(1of2)	3363	3220.06	838	17.5483
pcdhb16(3of3)	3320	3177.06	2.13422	0.045297
parg(3of3)	2734	2591.06	1	0.0260242
pcdh7(2of2)	7997	7854.06	49.6329	0.426118
mapk10	5696	5553.06	167.269	2.03113
psmg4	604	461.487	1374	200.762
mid1ip1(4of4)	2659	2516.06	121.294	3.25067
plbd2	1920	1777.06	467	17.7203
gpr158(1of2)	6421	6278.06	187.067	2.00922
hist1h4c(5of12)	1266	1123.06	39.0464	2.34441
clec3b(1of2)	1201	1058.06	0	0
crtc3	5270	5127.06	657	8.64076
ccdc53	2397	2254.06	503.158	15.052
sike1	1797	1654.06	240	9.78398
donson	2615	2472.06	65.3745	1.78322
bora	2268	2125.06	5	0.158655
dido1(2of2)	11079	10936.1	2070	12.7633
nrg2(3of3)	2417	2274.06	36	1.06747
prodh2	1767	1624.06	8.43163	0.350078
zbtb21	4560	4417.06	552	8.42676
heatr6	3972	3829.06	120.951	2.12997
gabrr2(1of3)	2244	2101.06	103.747	3.32959
mcoln2	3761	3618.06	37	0.689574
prmt6	1270	1127.06	75	4.48715
ddx11	3418	3275.06	31.9794	0.658426
cyp4f22	2111	1968.06	446.635	15.3028
rnd1(2of2)	3201	3058.06	122.424	2.69946
khdrbs1(2of2)	2478	2335.06	2708	78.1999
otud6b	1305	1162.06	168	9.74848
trmt2b(1of2)	1909	1766.06	85.1607	3.25154
zfp503(1of2)	2627	2484.06	352	9.55511
kcnma1(1of2)	9013	8870.06	58	0.440916
zp3(7of19)	1223	1080.06	1	0.0624322
pik3cd	4795	4652.06	12	0.173937
capn5(2of4)	2604	2461.06	2	0.0547978
neb(3of7)	19120	18977.1	433.808	1.54143
hipk2(1of6)	4761	4618.06	112	1.63536
rims2(4of4)	3902	3759.06	2.12022	0.0380326
dnajc8	1696	1553.06	712	30.9134
smarca4(1of2)	6002	5859.06	9	0.103578
anp32e(1of2)	2611	2468.06	3394	92.7281
gnl2	2589	2446.06	5194	143.183
c22orf23	825	682.056	2	0.197726
gstt2b(1of2)	907	764.056	12	1.05904
slco3a1(3of3)	3126	2983.06	25.6834	0.580558
