target_id	length	eff_length	est_counts	tpm
col11a2	1086	938.289	151	12.7486
runx2(2of2)	837	689.369	0	0
gtf2ird2(3of3)	574	427.924	6	1.11072
mt_nd4	1381	1233.29	19351.7	1243.01
mt_co1	1545	1397.29	57725.1	3272.65
hoxb9(2of2)	827	679.369	419	48.8573
mt_nd2	1036	888.289	6770.95	603.832
mt_cyb	1137	989.289	18526.8	1483.54
mt_nd1	975	827.289	16278	1558.71
sox11(2of2)	1139	991.289	11	0.87905
mt_co2	691	543.836	18271.2	2661.46
mt_nd5	1842	1694.29	10777.6	503.915
zmym1(14of14)	1113	965.289	2	0.164132
sphk1(2of3)	500	355.493	0	0
smdt1(2of2)	762	614.43	1286	165.802
smc6(2of2)	699	551.782	0	0
sebox(2of2)	714	566.669	1	0.139795
rpl38	332	198.447	10852	4331.98
ppp1r3a(4of4)	255	135.15	737	431.988
poln	753	605.491	45	5.88743
pla2r1(3of3)	765	617.369	9	1.15483
pde4d(3of3)	1495	1347.29	14	0.823168
pcsk7(2of2)	317	185.298	0	0
nlrc3(24of24)	662	514.943	2	0.307675
necab1(4of4)	232	117.201	19	12.8424
mt_nd6	519	373.838	2664	564.511
mt_nd4l	297	168.762	1237	580.654
mt_nd3	349	213.66	718	266.208
mt_co3	784	636.369	18052	2247.18
mt_atp8	168	71.9887	562	618.434
mt_atp6	683	535.89	7441	1099.96
mfap4(4of4)	611	464.483	0	0
klhl38(2of2)	1450	1302.29	9	0.547465
ins	573	426.967	19	3.52518
hoxa2b	627	480.343	35	5.77215
gtf2ird2(2of3)	890	742.369	46	4.90862
fzd3(4of4)	369	231.891	18	6.14907
fgfbp1(3of3)	1392	1244.29	9	0.572984
fgf11(2of2)	483	338.945	0	0
elovl4(6of6)	471	327.553	1	0.241847
deptor(3of3)	384	245.492	3	0.968068
cdkn1c(2of2)	213	102.868	6	4.62053
adh5(4of4)	1537	1389.29	10	0.570202
a2ml1(4of4)	1662	1514.29	6	0.31388
glipr2(2of2)	687	539.836	30	4.40231
pax6(4of4)	1522	1374.29	6	0.345855
fgf22	3384	3236.29	1	0.0244779
cdk14(3of3)	461	318.171	6	1.49387
ccni2	2524	2376.29	2273.58	75.7936
polq	5318	5170.29	127	1.94585
fgf12(2of2)	4868	4720.29	227.586	3.81943
vps52	3162	3014.29	444	11.6686
rps29	345	210.146	3753	1414.74
cfap46(1of2)	3396	3248.29	119	2.90211
sash1(2of2)	7689	7541.29	785.182	8.24795
pla2g1b(3of3)	2329	2181.29	3	0.108951
krt222	2245	2097.29	11	0.415485
