target_id	length	eff_length	est_counts	tpm
col11a2	1086	898.557	1127	90.7609
runx2(2of2)	837	649.557	0	0
gtf2ird2(3of3)	574	387.678	1	0.186659
mt_nd4	1381	1193.56	7421	449.925
mt_co1	1545	1357.56	83691	4461.09
hoxb9(2of2)	827	639.557	61	6.90194
mt_nd2	1036	848.557	1638	139.686
mt_cyb	1137	949.557	4203.06	320.306
mt_nd1	975	787.557	2319	213.078
sox11(2of2)	1139	951.557	57.293	4.357
mt_co2	691	503.772	24023.6	3450.84
mt_nd5	1842	1654.56	3670	160.511
zmym1(14of14)	1113	925.557	0	0
sphk1(2of3)	500	314.655	16	3.67964
smdt1(2of2)	762	574.617	22	2.77054
smc6(2of2)	699	511.772	2	0.282796
sebox(2of2)	714	526.617	0	0
rpl38	332	157.115	14594	6721.68
ppp1r3a(4of4)	255	94.4058	59	45.2245
poln	753	565.617	5	0.639688
pla2r1(3of3)	765	577.617	10	1.2528
pde4d(3of3)	1495	1307.56	14	0.774797
pcsk7(2of2)	317	144.138	0	0
nlrc3(24of24)	662	474.92	0	0
necab1(4of4)	232	77.6395	2	1.86409
mt_nd6	519	333.458	2184	473.95
mt_nd4l	297	127.509	2899	1645.23
mt_nd3	349	172.277	561	235.643
mt_co3	784	596.617	13551	1643.6
mt_atp8	168	39.0583	153	283.465
mt_atp6	683	495.822	1670	243.731
mfap4(4of4)	611	424.232	0	0
klhl38(2of2)	1450	1262.56	1	0.0573152
ins	573	386.678	38	7.11139
hoxa2b	627	440.103	11	1.80867
gtf2ird2(2of3)	890	702.557	185	19.0551
fzd3(4of4)	369	190.505	38	14.4344
fgfbp1(3of3)	1392	1204.56	19	1.14142
fgf11(2of2)	483	297.992	3	0.728512
elovl4(6of6)	471	286.345	0	0
deptor(3of3)	384	204.27	1	0.354256
cdkn1c(2of2)	213	65.0746	24	26.6883
adh5(4of4)	1537	1349.56	64	3.4317
a2ml1(4of4)	1662	1474.56	2	0.0981497
glipr2(2of2)	687	499.772	45	6.5157
pax6(4of4)	1522	1334.56	35	1.8978
fgf22	3384	3196.56	6	0.135828
cdk14(3of3)	461	276.631	14	3.66225
ccni2	2524	2336.56	1237.94	38.3392
polq	5318	5130.56	1251	17.6447
fgf12(2of2)	4868	4680.56	973.797	15.0554
vps52	3162	2974.56	793	19.2917
rps29	345	168.687	9484	4068.47
cfap46(1of2)	3396	3208.56	107.401	2.42226
sash1(2of2)	7689	7501.56	1174	11.325
pla2g1b(3of3)	2329	2141.56	3	0.101371
krt222	2245	2057.56	18.8182	0.661831
pdp1(3of3)	2695	2507.56	9	0.259724
mtus2(2of2)	2679	2491.56	53	1.53931
mtf2(2of2)	2345	2157.56	1450.78	48.6587
lin37	1710	1522.56	593	28.1839
cfap46(2of2)	2985	2797.56	126.599	3.27469
phf14	3730	3542.56	2495	50.9653
chd3(2of2)	8348	8160.56	53	0.469977
slc7a3	4392	4204.56	1180	20.3087
nkx1_2	988	800.557	6	0.54235
ghsr(4of4)	2292	2104.56	2	0.0687686
cdhr5(3of3)	3497	3309.56	67.8337	1.48319
kdm2a(3of3)	3877	3689.56	1163.36	22.8171
fgf20(2of2)	1818	1630.56	46	2.04147
fgf4	924	736.557	0	0
cdh23(2of3)	6397	6209.56	333	3.88065
cdh23(3of3)	5108	4920.56	32	0.470605
ppp2r2b	3395	3207.56	185	4.17367
kdm6b(2of2)	8093	7905.56	5497	50.3169
sphk1(3of3)	4203	4015.56	98.5212	1.77543
sirt1	2233	2045.56	1001	35.4114
fgf3	1999	1811.56	43	1.71766
rps11	604	417.274	11172	1937.45
myo19	3063	2875.56	314	7.90184
fgf17	720	532.617	118	16.032
rpl13	948	760.557	24233	2305.66
lect1(2of2)	1771	1583.56	0	0
rnaseh2a(1of2)	879	691.557	347	36.3097
rnaseh2a(2of2)	1087	899.557	332.445	26.7431
rpl32	525	339.39	14170	3021.28
creb1(5of5)	1396	1208.56	109	6.52649
prkab1(2of2)	1730	1542.56	1968	92.3218
slc1a2(3of3)	3930	3742.56	156	3.01632
gabrb3(3of3)	1853	1665.56	1	0.0434471
c12orf65	699	511.772	260	36.7635
setd1b(3of3)	7551	7363.56	846.092	8.31478
prdm2(2of2)	6595	6407.56	1329	15.009
hoxa7	996	808.557	50.334	4.50476
trpc7(1of2)	3233	3045.56	3	0.0712812
xcr1(2of4)	1090	902.557	1	0.0801763
cep112	3057	2869.56	761	19.1907
idh2(2of2)	1777	1589.56	9101	414.318
grb7	2726	2538.56	62	1.76736
ttc30a1	1814	1626.56	349	15.5266
ppp1r13b(1of2)	4651	4463.56	737	11.9483
bcl9l(1of2)	5353	5165.56	427.413	5.98758
hipk2(5of6)	4244	4056.56	4	0.0713548
bloc1s4	1673	1485.56	415	20.2153
bphl	1251	1063.56	60	4.08236
fam184a(1of2)	4461	4273.56	146	2.4722
zfp330	1254	1066.56	1861	126.265
gfra1(5of7)	2172	1984.56	90	3.2817
st6galnac6	2249	2061.56	202	7.0905
chrnb1(2of2)	2987	2799.56	208	5.37644
cldn19(2of4)	1795	1607.56	1	0.0450147
pnp(3of5)	1943	1755.56	112	4.61662
cops4	1687	1499.56	1517	73.2054
LOC107372748	1209	1021.56	1555	110.151
gale	1368	1180.56	1064	65.2192
lcp2(1of2)	1717	1529.56	19	0.898894
acaa2	1760	1572.56	2480	114.121
exosc9	1497	1309.56	1246	68.8516
wdr73	2271	2083.56	516	17.9211
chrna4	2777	2589.56	14.5311	0.406064
prpf39(1of2)	3001	2813.56	5222	134.308
zcchc8	2425	2237.56	682	22.0562
anapc15	1978	1790.56	893	36.0898
csf1r(2of2)	4048	3860.56	155	2.90538
capsl	951	763.557	22	2.08498
rpusd4	1375	1187.56	163	9.93239
hist1h1b(1of6)	1338	1150.56	13716.3	862.679
tmem100(1of2)	1399	1211.56	93	5.55469
trerf1(1of2)	1993	1805.56	0	0
msh6	5452	5264.56	4894	67.2702
znf235(31of148)	2101	1913.56	255.148	9.64876
fam83h(1of2)	7544	7356.56	1522	14.9713
pcdh1(2of2)	4943	4755.56	22.0485	0.335504
lsamp	1957	1769.56	10	0.408937
huwe1	14690	14502.6	28265	141.034
tapbp	1820	1632.56	60	2.65952
ccdc90b	1162	974.557	474	35.1959
txn2	931	743.557	504	49.0498
LOC107396618	1471	1283.56	0	0
zscan22(1of6)	1284	1096.56	492.625	32.5091
tmem229a	3057	2869.56	22	0.55479
tnfaip8l3	1407	1219.56	34.9241	2.07226
trim33(2of2)	4263	4075.56	2493	44.2645
tnmd	1121	933.557	61	4.72835
sgms2(1of2)	1664	1476.56	15	0.735126
c11orf31	669	481.92	82	12.3129
hspd1	2406	2218.56	11388	371.448
plaa	2629	2441.56	1088	32.2465
cers5(2of2)	1769	1581.56	118	5.39905
cxorf21	3671	3483.56	28	0.581642
ier3ip1(1of2)	618	431.189	349	58.5704
htr3a(4of11)	1953	1765.56	0	0
rnd2(2of2)	1666	1478.56	300	14.6826
lcmt2	2407	2219.56	257	8.37891
serpini1	1617	1429.56	84	4.25205
LOC107383633	1566	1378.56	0	0
csmd3(7of9)	3906	3718.56	700	13.6221
rab27b(2of2)	3663	3475.56	390	8.12009
jag2(2of2)	5861	5673.56	986	12.576
zbtb39	4003	3815.56	245	4.64653
brd7	2004	1816.56	1838	73.2179
LOC107372370	2401	2213.56	402	13.1418
schip1(2of3)	1727	1539.56	2	0.0940058
nqo1(2of6)	992	804.557	9.4278	0.847957
ppil3	1088	900.557	713	57.2926
prr16(1of2)	2696	2508.56	34.0727	0.982885
LOC107395317	549	362.902	0	0
LOC107382444	1404	1216.56	0	0
fpgs	2926	2738.56	511	13.5027
lrriq1	4375	4187.56	158	2.73034
cetn3	1119	931.557	1158	89.9538
