target_id	length	eff_length	est_counts	tpm
col11a2	1086	938.582	72	18.5973
runx2(2of2)	837	689.582	0	0
gtf2ird2(3of3)	574	427.075	5	2.83827
mt_nd4	1381	1233.58	4519.95	888.288
mt_co1	1545	1397.58	14069.6	2440.58
hoxb9(2of2)	827	679.582	89	31.7495
mt_nd2	1036	888.582	1954.93	533.363
mt_cyb	1137	989.582	4336.37	1062.34
mt_nd1	975	827.582	3925	1149.79
sox11(2of2)	1139	991.582	3	0.733468
mt_co2	691	543.698	6431.21	2867.63
mt_nd5	1842	1694.58	2627.76	375.934
zmym1(14of14)	1113	965.582	1	0.251073
sphk1(2of3)	500	353.642	0	0
smdt1(2of2)	762	614.582	384	151.475
smc6(2of2)	699	551.698	1	0.439428
sebox(2of2)	714	566.698	0	0
rpl38	332	193.189	5248	6585.69
ppp1r3a(4of4)	255	128.323	170	321.169
poln	753	605.582	12	4.80393
pla2r1(3of3)	765	617.582	0	0
pde4d(3of3)	1495	1347.58	2	0.359802
pcsk7(2of2)	317	179.753	0	0
nlrc3(24of24)	662	514.752	1	0.470967
necab1(4of4)	232	110.669	6	13.1436
mt_nd6	519	372.314	1067	694.774
mt_nd4l	297	162.865	237	352.785
mt_nd3	349	208.782	378	438.922
mt_co3	784	636.582	4726	1799.81
mt_atp8	168	65.642	115	424.722
mt_atp6	683	535.752	2271	1027.64
mfap4(4of4)	611	463.942	3	1.56764
klhl38(2of2)	1450	1302.58	2	0.372232
ins	573	426.075	3	1.70696
hoxa2b	627	479.801	7	3.53692
gtf2ird2(2of3)	890	742.582	23	7.50882
fzd3(4of4)	369	227.335	2	2.13281
fgfbp1(3of3)	1392	1244.58	3	0.584368
fgf11(2of2)	483	336.884	1	0.719629
elovl4(6of6)	471	325.081	0	0
deptor(3of3)	384	241.434	1	1.00413
cdkn1c(2of2)	213	96.3674	1	2.5157
adh5(4of4)	1537	1389.58	1	0.174463
a2ml1(4of4)	1662	1514.58	3	0.480194
glipr2(2of2)	687	539.698	17	7.63637
pax6(4of4)	1522	1374.58	0	0
fgf22	3384	3236.58	0	0
cdk14(3of3)	461	315.305	0	0
ccni2	2524	2376.58	2558.79	261.018
polq	5318	5170.58	27	1.26594
fgf12(2of2)	4868	4720.58	93.5692	4.80536
vps52	3162	3014.58	132	10.6154
rps29	345	205.144	1668	1971.18
cfap46(1of2)	3396	3248.58	39	2.91045
