target_id	length	eff_length	est_counts	tpm
col11a2	1086	947.863	261.564	28.5075
runx2(2of2)	837	698.863	5	0.739102
gtf2ird2(3of3)	574	436.872	18	4.25642
mt_nd4	1381	1242.86	9109.19	757.152
mt_co1	1545	1406.86	27177.4	1995.64
hoxb9(2of2)	827	688.863	197	29.5434
mt_nd2	1036	897.863	4307.86	495.654
mt_cyb	1137	998.863	9243.85	956.035
mt_nd1	975	836.863	9322	1150.75
sox11(2of2)	1139	1000.86	2	0.206434
mt_co2	691	553.031	9252.6	1728.39
mt_nd5	1842	1703.86	6446.26	390.841
zmym1(14of14)	1113	974.863	13	1.37761
sphk1(2of3)	500	363.977	0	0
smdt1(2of2)	762	623.863	735	121.71
smc6(2of2)	699	560.919	6	1.10504
sebox(2of2)	714	575.863	2	0.358788
rpl38	332	206.313	5802	2905.22
ppp1r3a(4of4)	255	140.369	420	309.105
poln	753	614.863	19	3.19229
pla2r1(3of3)	765	626.863	12	1.97758
pde4d(3of3)	1495	1356.86	17	1.29431
pcsk7(2of2)	317	192.758	1	0.535937
nlrc3(24of24)	662	524.084	2	0.394236
necab1(4of4)	232	122.629	29	24.4304
mt_nd6	519	382.677	1893	511.029
mt_nd4l	297	175.276	601	354.224
mt_nd3	349	221.464	703	327.928
mt_co3	784	645.863	9196	1470.91
mt_atp8	168	74.9797	332	457.426
mt_atp6	683	545.031	4147	786.031
mfap4(4of4)	611	473.33	1	0.218254
klhl38(2of2)	1450	1311.86	6	0.472486
ins	573	435.872	6	1.42206
hoxa2b	627	489.232	24	5.06783
gtf2ird2(2of3)	890	751.863	84	11.5416
fzd3(4of4)	369	239.853	10	4.30706
fgfbp1(3of3)	1392	1253.86	10	0.823904
fgf11(2of2)	483	347.333	3	0.892282
elovl4(6of6)	471	335.882	2	0.615134
deptor(3of3)	384	253.695	7	2.85045
cdkn1c(2of2)	213	107.887	1	0.957545
adh5(4of4)	1537	1398.86	6	0.443101
a2ml1(4of4)	1662	1523.86	23	1.55922
glipr2(2of2)	687	549.031	30	5.64483
pax6(4of4)	1522	1383.86	5	0.373253
fgf22	3384	3245.86	0	0
cdk14(3of3)	461	326.385	4	1.26607
ccni2	2524	2385.86	1682.12	72.8346
polq	5318	5179.86	111	2.21376
fgf12(2of2)	4868	4729.86	341.146	7.45106
