target_id	length	eff_length	est_counts	tpm
col11a2	1086	842.236	506	30.3487
runx2(2of2)	837	593.31	4	0.340566
gtf2ird2(3of3)	574	333.352	6	0.909225
mt_nd4	1381	1137.24	2754	122.331
mt_co1	1545	1301.24	89981	3493.16
hoxb9(2of2)	827	583.31	131	11.3448
mt_nd2	1036	792.236	184	11.7324
mt_cyb	1137	893.236	1921.91	108.69
mt_nd1	975	731.31	341	23.5546
sox11(2of2)	1139	895.236	30	1.69281
mt_co2	691	448.102	20696	2333.09
mt_nd5	1842	1598.24	902	28.5095
zmym1(14of14)	1113	869.236	0	0
sphk1(2of3)	500	263.247	23	4.41354
smdt1(2of2)	762	518.58	144	14.0272
smc6(2of2)	699	455.967	0	0
sebox(2of2)	714	470.873	0	0
rpl38	332	119.39	6133	2594.94
ppp1r3a(4of4)	255	68.9341	503	368.602
poln	753	509.58	3	0.297394
pla2r1(3of3)	765	521.528	3	0.290581
pde4d(3of3)	1495	1251.24	24	0.968936
pcsk7(2of2)	317	108.526	0	0
nlrc3(24of24)	662	419.529	0	0
necab1(4of4)	232	56.9954	4	3.54522
mt_nd6	519	280.703	1011	181.939
mt_nd4l	297	95.0772	2496	1326.15
mt_nd3	349	132.222	149	56.9255
mt_co3	784	540.423	5708	533.548
mt_atp8	168	32.021	3	4.73271
mt_atp6	683	440.146	361	41.4318
mfap4(4of4)	611	369.463	0	0
klhl38(2of2)	1450	1206.24	136	5.69547
ins	573	332.352	13	1.97592
hoxa2b	627	385.008	32	4.19859
gtf2ird2(2of3)	890	646.31	101	7.89412
fzd3(4of4)	369	147.789	34	11.6215
fgfbp1(3of3)	1392	1148.24	35	1.53979
fgf11(2of2)	483	247.55	0	0
elovl4(6of6)	471	236.391	0	0
deptor(3of3)	384	160.188	2	0.630702
cdkn1c(2of2)	213	48.9337	32	33.0343
adh5(4of4)	1537	1293.24	25	0.97653
a2ml1(4of4)	1662	1418.24	0	0
glipr2(2of2)	687	444.102	63	7.16607
pax6(4of4)	1522	1278.24	10	0.395196
fgf22	3384	3140.24	2	0.032173
cdk14(3of3)	461	227.223	4	0.889265
ccni2	2524	2280.24	1508.44	33.4174
polq	5318	5074.24	123	1.2245
fgf12(2of2)	4868	4624.24	720.826	7.87433
vps52	3162	2918.24	922	15.96
rps29	345	129.148	16076	6288.01
cfap46(1of2)	3396	3152.24	106.595	1.7082
sash1(2of2)	7689	7445.24	710	4.81729
pla2g1b(3of3)	2329	2085.24	4	0.096901
krt222	2245	2001.24	65.1717	1.64507
pdp1(3of3)	2695	2451.24	0	0
mtus2(2of2)	2679	2435.24	20	0.41487
mtf2(2of2)	2345	2101.24	744.256	17.8925
lin37	1710	1466.24	592	20.3958
cfap46(2of2)	2985	2741.24	149.405	2.75323
phf14	3730	3486.24	2358	34.1673
chd3(2of2)	8348	8104.24	22	0.13713
slc7a3	4392	4148.24	233	2.83737
nkx1_2	988	744.236	1	0.0678754
ghsr(4of4)	2292	2048.24	0	0
cdhr5(3of3)	3497	3253.24	87.1209	1.35279
